#OTU ID,OR-T0-1,OR-T0-2,OR-T0-3,OR-T11-1,OR-T11-2,OR-T11-3,OR-T24-1,OR-T24-2,OR-T24-3,OR-T30-1,OR-T30-2,OR-T30-3,VA-T0-1,VA-T0-2,VA-T0-3,VA-T11-1,VA-T11-2,VA-T11-3,VA-T24-1,VA-T24-2,VA-T24-3,VA-T30-1,VA-T30-2,VA-T30-3,WW-T0-1,WW-T0-2,WW-T0-3,WW-T11-1,WW-T11-2,WW-T11-3,WW-T24-1,WW-T24-2,WW-T24-3,WW-T30-1,WW-T30-2,WW-T30-3
Zotu1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
Zotu1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,22,0,0,2,0,0,0,0,1,1
Zotu1507,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,22,20,1,0,1,0,0,0,0,0,0
Zotu1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24,18,22,0,0,0,0,0,0
Zotu1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,19,1,0,0,0,0,0,0,0,0
Zotu151,75,132,117,36,11,14,0,0,3,0,1,0,129,98,178,1251,92,13,48,4,3,67,0,2,2,1,1,1,5,3,0,0,0,1,0,0
Zotu1510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,1,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0
Zotu1511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,17,22,0,0,0,0,0,0,0,0,0
Zotu1512,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,21,22,18,0,0,0,0,0,0,0,0,0
Zotu1513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,23,16,0,0,0,0,0,0,0,0,0
Zotu1514,12,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,23,0,6,21,0,0,0,0,0,0,2,1,2,3,0,3
Zotu1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,0,7,3,0,0,1,0,0,1,4,12,7,2,7,3
Zotu1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,14,0,0,0,0,0,0,0,0,0
Zotu1518,3,9,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,18,10,1,0,1,0,0,0,0,0,0
Zotu1519,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,8,0,1,1,1,0,0,0,3,9,5,13,5,13
Zotu152,0,0,0,249,15,130,75,115,186,186,42,85,0,0,0,5,0,303,17,0,330,15,0,300,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1520,0,0,0,0,0,0,0,0,0,0,0,0,23,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1521,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,6,1,0,5,0,3,0,0,0,0,1,2,7,5,4,5,1,4
Zotu1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0
Zotu1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,28,0,1,1,0,0,0,0,0,0
Zotu1524,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,26,2,5,16,5
Zotu1525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,9,3,12,7,2,4,0,0,0,0,0,0,3,3,0,6,1,0
Zotu1526,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,15,12,0,0,0,0,0,0,0,1,0
Zotu1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,18,1,3,2,0,0,0,0,0,0
Zotu1529,19,5,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu153,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,2,1,0,0,0,0,0,0,0,0,6,10,18,140,28,63,1311,44,809
Zotu1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,8,7,24,3,3
Zotu1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,17,6,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,19,0,0,0,0,0,0,0,0,0
Zotu1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,19,0,1,0,0,0,0,0,0,0
Zotu1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,15,0,0,0,0,0,0,0,0,0
Zotu1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2,16,11,0,5
Zotu1536,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,12,2,7,5,0,0,0,0,0,0
Zotu1537,5,4,5,0,0,0,0,0,0,0,0,0,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1538,0,0,0,0,0,0,0,0,0,0,0,0,25,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1539,0,0,0,0,0,0,0,0,0,0,0,0,14,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu154,0,1,0,0,1,2,0,0,0,0,0,0,2,0,2,61,59,80,299,269,257,507,181,413,0,0,1,1,0,0,4,0,0,8,0,3
Zotu1540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,28,19,0,0,0,0,0,0,0,0,0
Zotu1541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,14,0,1,0,0,0,0,0,0,0
Zotu1542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,19,10,0,0,0,0,0,0,0,0,0
Zotu1543,15,24,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1544,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,5,0,0,0,0,0,0,0,1,0,5,0,1,1,0,1
Zotu1545,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,7,2,1,0,3,0,13,1,1,10,5,13
Zotu1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,19,8,10,12,14,6
Zotu1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,28,16,0
Zotu1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,44
Zotu1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,20,0,0,0,0,0,0,0,0,0
Zotu155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,681,687,723,37,78,55,0,0,0,0,0,0
Zotu1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,14,0,1,1,0,0,0,0,0,0
Zotu1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,10,0,2,1,2,0,0,1,0,8
Zotu1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,26,0,0,0,0,0,0,0,0,0
Zotu1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,10,3,2,13,5,21
Zotu1554,4,23,6,0,3,0,0,0,0,0,0,0,7,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,17,0,0,0,0,0,0,1,0,0
Zotu1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,22,28
Zotu1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,2,1,5,7,0,4,13,8
Zotu1558,0,0,0,0,0,0,0,0,0,0,0,0,34,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,26,0,1,0,0,0,0,0,0,0
Zotu156,1,0,18,0,0,6,0,0,0,0,0,0,1094,831,748,1,7,6,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
Zotu1560,4,10,6,0,5,1,0,0,0,0,0,0,1,1,5,1,0,1,5,4,4,2,3,6,0,0,0,0,0,0,1,2,0,1,3,8
Zotu1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,15,0,1,2,2,0,0,2,0,3
Zotu1562,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,22,12,14,1,0,1,0,0,0,0,0,0
Zotu1563,0,0,0,0,0,0,0,0,0,0,0,0,16,9,22,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,8,12,3,2,13,9,0,1,0,1,1,1
Zotu1565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,18,31,0,1,0,0,0,0,0,0,0
Zotu1566,0,1,1,3,0,8,0,0,0,0,0,0,1,1,3,1,1,2,0,0,0,0,0,0,1,2,2,10,28,5,0,0,0,3,1,2
Zotu1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,17,16,0,0,0,1,0,0,0,0,0
Zotu1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,14,0,0,1,0,0,0,0,0,0
Zotu1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,16,0,3,1,0,0,0,0,0,0
Zotu157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1962,2,16,52,0,176,0,0
Zotu1570,2,0,17,0,0,0,0,0,0,0,0,0,14,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1571,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1572,0,3,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Zotu1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,2,2,26,1,0,8,0,0
Zotu1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,7,1,7,0,0,1,0
Zotu1575,40,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1576,1,3,4,0,0,0,0,0,0,0,0,0,18,8,26,5,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Zotu1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,15,1,3,2,0,0,0,0,0,0
Zotu1578,2,3,2,0,0,0,0,0,0,0,0,0,16,55,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,16,0,0,0,0,0,0,0,0,1
Zotu158,136,97,56,3,0,0,0,0,0,0,0,0,450,829,365,8,3,0,2,0,0,0,0,1,50,76,75,20,27,12,6,1,0,0,0,0
Zotu1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,16,0,2,0,0,0,0,0,1,0
Zotu1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,27,20,5,2,1,0,4,1,2
Zotu1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,12,0,0,0,0,0,0,0,0,0
Zotu1583,0,0,0,1,0,0,1,2,0,3,0,0,0,0,0,7,2,1,5,5,6,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,51
Zotu1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,18,0,0,0,0,0,0,0,0,0
Zotu1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,15,0,0,0,0,0,0,0,0,0
Zotu1587,7,30,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,15,0,0,0,0,0,0,0,0,0
Zotu1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,13,0,0,0,1,0,0,0,0,0
Zotu159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,689,590,563,19,50,48,2,0,0,1,1,4
Zotu1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,14,1,0,0,0,0,0,0,0,0
Zotu1591,0,0,0,0,0,0,0,0,0,0,0,0,18,14,9,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,8,0,0,0,2,0,0,1,0,0
Zotu1593,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,59,2,1,2,0,2
Zotu1594,0,2,1,2,3,1,0,0,0,0,0,0,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,15,4,26,0,0,0,0,1,0
Zotu1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,16,0,0,0,0,0,0,0,0,0
Zotu1596,8,28,5,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Zotu1597,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,2,4,12,13
Zotu1598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,15,13,18,0,0,3,0,0,0,0,0,0
Zotu1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,13,4,4,9,1,0,0,5
Zotu16,3402,4464,1218,51,109,666,2,0,33,1,0,12,2237,2357,3741,54,452,264,4,2,5,2,1,1,417,346,522,69,25,36,4,4,0,12,3,12
Zotu160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,579,659,688,10,30,22,0,0,0,3,0,0
Zotu1600,1,2,2,0,0,22,0,3,20,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,21,0,0,0,0,0,0,0,0,0
Zotu1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,13,1,1,1,0,0,0,0,0,0
Zotu1603,5,4,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,7,0,3,0,0,0,0,0,0,1
Zotu1605,0,0,0,0,0,0,0,0,0,0,0,0,29,8,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,29,17,0,0,0,0,0,0,0,1,0
Zotu1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,11,0,0,1,0,0,0,1,0,0
Zotu1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,7,0,0,1,0,0,0,0,0,0
Zotu1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,5,0,1,0,0,0,0,0,0,0
Zotu161,66,40,197,0,2,0,2,0,0,0,0,0,532,486,610,32,19,15,2,0,0,1,2,0,16,15,13,8,21,42,9,5,10,15,15,54
Zotu1610,0,3,1,14,1,1,0,6,1,4,0,0,0,0,1,1,13,1,1,4,3,2,4,5,0,0,0,0,0,0,0,1,0,0,0,0
Zotu1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,12,0,8
Zotu1612,1,1,0,4,6,20,0,3,2,0,0,0,0,5,0,0,0,1,0,0,6,1,0,2,0,2,0,0,1,2,0,0,0,0,0,0
Zotu1613,10,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7,2,2,3,12,8,0,0,0,1,0,0
Zotu1614,3,19,10,3,4,5,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,23,0,0,0,0,0,0,0,0,0
Zotu1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,7,25
Zotu1618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,17,0,2,22,0
Zotu1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,15,0,0,0,0,0,0,0,0,0
Zotu162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,106,53,7,44,94,182,505,40,177,734,53
Zotu1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,6,0,0,0,1,3,1,4,3,3
Zotu1621,10,28,19,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,11,0,0,1,0,0,0,0,0,0
Zotu1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,14,0,0,0,0,0,0,0,0,0
Zotu1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,12,3,4,2,0,32,0,5
Zotu1625,7,43,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1626,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,16,0,16,7,6
Zotu1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,15,0,0,0,0,0,0,0,0,0
Zotu1628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,44,3,0,1,0,0,0,0
Zotu1629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu163,0,1,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,728,632,610,15,26,24,3,2,1,0,0,4
Zotu1630,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,15,0,0,0,0,0,0,0,0,0
Zotu1631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,10,7,2,9,0,5,1,0
Zotu1632,1,0,1,0,0,0,0,0,0,0,0,0,16,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,17,0,0,0,0,0,0,0,0,0
Zotu1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,5,21,1,7,2,0
Zotu1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,36
Zotu1636,17,14,28,0,0,0,0,0,0,0,0,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1637,11,21,20,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu1638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,10,5,0,4,0,2,3,2,2,4,7
Zotu1639,14,2,16,0,0,0,0,0,0,0,0,0,5,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540,569,602,20,44,33,0,0,1,1,0,3
Zotu1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,15,0,27
Zotu1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,5,5,0,2,10,12
Zotu1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,1,0,3,1,0,6,5,4
Zotu1644,8,15,18,0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1645,0,0,0,0,21,0,0,12,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,14,0,0,1,0,0,0,0,0,0
Zotu1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,13,0,0,0,0,0,0,0,0,0
Zotu1648,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,6,0,8,5,11
Zotu1649,6,6,11,3,4,11,0,0,1,0,0,0,8,6,5,6,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Zotu165,0,0,0,28,17,6,64,30,4,372,63,87,1,0,0,115,60,48,72,87,107,194,156,331,3,0,0,0,1,1,7,10,1,51,41,107
Zotu1650,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,20,0,0,0,0,0,0,0,0,0
Zotu1651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,15,14,3,3,4,1,0,0,0,0,0
Zotu1652,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,14,0,6,1,0,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,9,0,0,1,0,0,0,0,0,0
Zotu1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,10,1,3,9,11,4,8,1,6
Zotu1655,0,10,0,7,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,14,0,0,0,0,0,0,0,0,0
Zotu1657,3,1,3,0,0,0,0,0,0,0,0,0,18,10,3,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0
Zotu1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,4,16,5,14
Zotu1659,4,15,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu166,0,1,0,15,154,530,18,224,512,11,97,556,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1660,1,0,3,0,0,0,0,0,0,0,0,0,19,14,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu1661,11,0,22,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
