#OTU ID,OR-T0-1,OR-T0-2,OR-T0-3,OR-T11-1,OR-T11-2,OR-T11-3,OR-T24-1,OR-T24-2,OR-T24-3,OR-T30-1,OR-T30-2,OR-T30-3,VA-T0-1,VA-T0-2,VA-T0-3,VA-T11-1,VA-T11-2,VA-T11-3,VA-T24-1,VA-T24-2,VA-T24-3,VA-T30-1,VA-T30-2,VA-T30-3,WW-T0-1,WW-T0-2,WW-T0-3,WW-T11-1,WW-T11-2,WW-T11-3,WW-T24-1,WW-T24-2,WW-T24-3,WW-T30-1,WW-T30-2,WW-T30-3
Zotu2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,1,0,0,0,0,0,0,0,1
Zotu2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,57,1,38,32,0,15,19,0,0,0,0,0,0,0,0,3,0,0,1,2
Zotu2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,5
Zotu2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,1,0,0,0,0,1,0,0
Zotu252,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,7,0,0,0,0,0,0,161,218,376,102,82,163
Zotu2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0,0,0,0,0,0,0
Zotu2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,0,0,0,0,0,0,0
Zotu2522,4,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,1,0,0,0,0,0,0,0
Zotu2524,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2525,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
Zotu2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0
Zotu2527,2,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0
Zotu2529,0,1,2,6,2,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Zotu253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,307,309,377,9,12,10,13,22,15
Zotu2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,0,0,0,0,0,0
Zotu2531,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,0,0,0,0,0,0,0,13,12,6,0,1,0,0,0,0,0,0,0
Zotu2532,2,3,1,0,3,0,0,0,2,1,2,1,0,0,1,4,2,0,0,1,1,2,2,2,0,0,1,0,0,0,2,2,1,1,0,0
Zotu2533,0,0,0,0,0,1,0,0,0,0,0,0,2,10,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Zotu2534,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,0,4,0,0,3,0,1
Zotu2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,0,0,0,0,0,0,0
Zotu2537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,1,1,1,0,0,0,0,0,0
Zotu2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,0,0,0
Zotu254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,358,322,312,14,40,22,0,0,0,0,0,0
Zotu2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,0,0
Zotu2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0
Zotu2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,0,0,0,0,0,0
Zotu2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,8,0,0,0,1,0,0,0,0,1
Zotu2544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,1,4,1,3
Zotu2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0
Zotu2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0
Zotu2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0
Zotu2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0
Zotu2549,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,3,0,2,0,0,0,0,0
Zotu255,0,0,0,0,80,204,0,0,4,0,0,0,0,2,3,0,503,183,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu2550,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2551,1,0,0,0,0,0,0,0,0,0,0,0,8,8,18,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Zotu2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,1,2,0,0,0,0,0,0
Zotu2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,1,1
Zotu2554,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,0,0,0,0,0,0,0,0
Zotu2555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,1
Zotu2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,1,0,0,1,0,0
Zotu2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,0,0,0,1,0,0,1,0,2
Zotu2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0
Zotu2559,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu256,1,15,3,62,63,136,287,64,82,233,46,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2560,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,4,0,0,0,0,0,0,2,4,0,0,7,9
Zotu2562,3,10,6,0,4,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,0,0,0
Zotu2564,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,9,2,8,0,0,0,0,0,0,0,0,0
Zotu2565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0
Zotu2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,2,0,0,0,0,1,4,1
Zotu2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,5,1,0,0,0,0,0,0,0,0
Zotu2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,2,5,1,1
Zotu2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,0,0,0,0,0,0
Zotu257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,333,319,3,7,8,0,0,0,0,0,0
Zotu2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,0,0,0,0,0,0,0,0
Zotu2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,0,0,0,0,0,1,0,0
Zotu2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,131,31,53,13,3,8,13,5
Zotu2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,2,0,0,0,0,0,0,0
Zotu2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,0,0,0,0,0
Zotu2575,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,6,11,2
Zotu2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,11,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0
Zotu2577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,4,0,0,0,0,0,0,0,0,0
Zotu2578,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0
Zotu2579,5,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu258,4,1,2,13,9,13,0,0,1,0,0,0,1,4,12,4,4,808,4,0,63,2,0,64,3,4,2,4,9,5,1,2,2,3,0,5
Zotu2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0
Zotu2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,1,0,0,1,0,0
Zotu2582,0,0,0,24,6,9,80,21,14,149,12,28,0,0,0,2,0,0,0,1,1,0,2,2,0,0,1,0,1,0,10,5,1,17,7,21
Zotu2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0
Zotu2584,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2585,7,8,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,0,0,3,1,0,4,0,0
Zotu2587,0,4,2,2,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,15,6,6,0,4,2,0,0,0,0,0,0
Zotu2588,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
Zotu2589,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,10,10,12,3,1,0,0,0,0,0,0,0
Zotu259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,289,339,323,22,25,34,0,0,0,0,0,0
Zotu2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,0,0,0,0,0,0,0,0
Zotu2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,1,0,0,0,0,0
Zotu2592,112,80,24,25,12,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,9,0,0,0,0,0,0,0,0,0
Zotu2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,0,1,0,0,0,0,0,0,0
Zotu2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,0,0,0,0,0,0,0,0,0
Zotu2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0,0,0,0,0,0,0,0
Zotu2597,0,5,3,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2598,11,10,20,3,3,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0
Zotu2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,1,0,0,0,0,0,2,1
Zotu26,0,2,0,3,0,2,8,12,4,6083,1705,2216,2,1,0,11,300,1,58,136,58,28,73,62,1,4,4,3,9,4,6,2,7,715,255,1636
Zotu260,0,0,1,0,0,2,1,0,0,0,0,0,63,26,29,105,45,20,46,46,41,33,90,51,291,190,81,4,13,1,8,2,1,8,0,1
Zotu2600,2,10,5,75,13,48,63,42,37,39,13,64,12,2,5,1,2,12,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,2
Zotu2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,1,3,0,7,4,16
Zotu2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,0,0,0,0,0
Zotu2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,1,0,0,0,0,0,0
Zotu2604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0
Zotu2605,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,0,0,0,0,0,0
Zotu2607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,7,4,0,1,4,1,2
Zotu2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0
Zotu2609,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,320,314,15,48,34,2,2,0,0,0,0
Zotu2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,0,0,0,0,0,0,0,0
Zotu2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,1,0,0,0,0,1,0,0
Zotu2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,0,0,1,0,0,2,0,0
Zotu2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,9,0,0,0,1,0,0,0,2,4
Zotu2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,0,0,0,0,0,0,0,0
Zotu2615,21,36,132,0,0,0,0,0,0,0,0,0,13,9,9,0,0,0,0,0,37,0,0,2,0,1,0,2,58,2,0,0,0,0,0,0
Zotu2616,17,4,1,3,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1,0,5,7,8,3,1,5,4,1,0,0,0,0,0
Zotu2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,2,1,0,0,0,3,1,0,6,4,10
Zotu2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,4,7
Zotu2619,0,0,0,0,0,0,0,0,0,0,0,0,25,37,23,0,1,1,2,0,18,0,0,11,2,0,1,2,1,1,4,0,0,10,0,0
Zotu262,0,0,1,4,53,66,119,253,229,81,51,91,0,0,0,1,3,0,98,18,0,31,5,0,0,0,0,2,7,0,324,165,42,138,286,63
Zotu2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,2,1,0,0,0,0,0,0,0,0
Zotu2621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,5,1,0,0,4,0,0,0,0,1
Zotu2622,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,1,0,1,0,0,0,0,0,0
Zotu2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,2,0,0,0,0,0
Zotu2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0
Zotu2625,1,2,3,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,2,1,3,0
Zotu2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5,1,6
Zotu2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,0,0,0,1,0
Zotu2629,11,19,3,12,7,9,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5,12,7,6,1,3,3,0,20
Zotu263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,13,0,1,0,0,1,0,0,0,178,85,35,175,89,168,41,156,314
Zotu2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,8,4
Zotu2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,1,10,2,0
Zotu2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,0,0,0,0,0
Zotu2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,1,1,0,0,0
Zotu2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0
Zotu2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,2,0,0,0,0,0,0,0,0
Zotu2637,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Zotu2638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,3,0,3,0,0,10,0,1
Zotu2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,4,5,1,0,0,0,0,0
Zotu264,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,945,42,22,0,1,0,0,1,1
Zotu2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,0,0
Zotu2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
Zotu2642,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,3,2
Zotu2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0
Zotu2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,7,1,2
Zotu2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0
Zotu2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,2,0,0,0,0,0
Zotu2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0
Zotu265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,277,355,21,31,22,0,0,0,0,0,0
Zotu2650,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,0,0,0,0,0,0,0,0
Zotu2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,1,0,0,0,2,1
Zotu2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0
Zotu2654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,16,0,0,0,0,0,0,0,0,0
Zotu2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,2,0,0
Zotu2656,3,7,4,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Zotu2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,1,0,0,0
Zotu2658,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,2,0,4
Zotu2659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,13,2,0,0,0,0,0,0,0,0,0
Zotu266,180,353,212,0,4,0,0,0,0,0,0,0,49,100,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2660,0,0,0,0,0,0,0,0,0,0,0,0,10,17,14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,11,7,1
Zotu2662,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,3,6,0,4,2,0,3,0,1
Zotu2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
Zotu2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,1
Zotu2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,0,1,0
Zotu2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0
Zotu2667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,3,0,0,3,0,1
Zotu2668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,6
Zotu2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,0,0,0,0,0,0,0,0
Zotu267,6,23,14,91,108,50,259,112,26,217,61,55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0
Zotu2671,2,3,1,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,5,5,0,0,0,0
